school_name,year,first_down,first_down_pass,first_down_penalty,first_down_rush,fumbles_lost,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,penalty,penalty_yds,points,rush_att,rush_td,rush_yds,rush_yds_per_att,tot_plays,tot_yds,tot_yds_per_play,turnovers,opp_first_down,opp_first_down_pass,opp_first_down_penalty,opp_first_down_rush,opp_fumbles_lost,opp_pass_att,opp_pass_cmp,opp_pass_cmp_pct,opp_pass_int,opp_pass_td,opp_pass_yds,opp_penalty,opp_penalty_yds,opp_points,opp_rush_att,opp_rush_td,opp_rush_yds,opp_rush_yds_per_att,opp_tot_plays,opp_tot_yds,opp_tot_yds_per_play,opp_turnovers,fg_pct,fga,fgm,kick_points,kick_ret,kick_ret_td,kick_ret_yds,kick_ret_yds_per_ret,punt,punt_ret,punt_ret_td,punt_ret_yds,punt_ret_yds_per_ret,punt_yds,punt_yds_per_punt,xp_pct,xpa,xpm,Unnamed: 0,conf_abbr,losses,losses_conf,notes,opp_points_per_g,points_per_g,rank_final,rank_min,rank_pre,sos,srs,win_loss_pct,win_loss_pct_conf,wins,wins_conf
Colorado State,2000,20.5,11.4,1.5,7.7,1.0,32.4,19.1,59.0,1.2,2.0,247.0,3.9,32.4,31.0,36.2,1.6,137.3,3.8,68.5,384.3,5.6,2.2,17.3,8.5,0.6,8.1,1.0,28.3,15.5,54.7,1.2,1.1,181.6,5.5,45.7,18.9,39.1,1.0,146.5,3.7,67.4,328.1,4.9,2.2,58.8,1.5,0.9,6.3,3.2,0.1,70.7,22.2,4.7,3.7,0.1,58.6,15.7,185.0,39.1,90.7,3.9,3.5,77.0,MWC,2.0,1.0,,18.8,30.3,14.0,14.0,,-3.54,7.21,0.833,0.857,10.0,6.0
North Carolina State,2000,20.8,11.8,2.1,6.9,0.8,41.4,22.0,53.2,1.0,2.5,292.5,8.8,75.9,31.0,31.9,1.2,103.8,3.3,73.3,396.4,5.4,1.8,20.7,7.9,2.5,10.4,1.3,28.9,16.0,55.3,0.9,1.3,184.5,8.7,68.4,28.0,46.3,2.2,191.0,4.1,75.2,375.5,5.0,2.2,72.2,1.6,1.2,7.0,3.3,0.0,75.1,22.9,5.5,1.7,0.1,23.3,13.5,202.1,37.1,95.0,3.6,3.5,4.0,ACC,4.0,4.0,,28.2,31.6,,21.0,,-0.33,3.92,0.667,0.5,8.0,4.0
Indiana,2000,23.4,7.5,2.4,13.5,1.4,27.1,12.8,47.3,1.4,1.0,172.7,6.5,55.6,30.6,45.9,3.1,266.4,5.8,73.0,439.1,6.0,2.7,24.5,11.8,1.5,11.2,0.9,33.7,21.8,64.7,0.4,2.3,270.9,7.8,63.5,38.8,39.3,2.2,186.4,4.7,73.0,457.3,6.3,1.3,75.0,1.1,0.8,5.9,5.6,0.0,110.5,19.6,3.7,1.3,0.0,10.5,8.3,123.0,33.0,97.4,3.5,3.5,39.0,Big Ten,8.0,6.0,,38.8,30.6,,,,3.88,-2.67,0.273,0.25,3.0,2.0
Akron,2000,21.1,8.4,1.6,11.1,0.7,26.2,13.3,50.7,1.0,1.5,210.5,7.3,70.4,30.3,44.5,1.9,206.6,4.6,70.7,417.2,5.9,1.7,22.7,8.5,2.6,11.6,1.3,30.6,15.5,50.7,1.1,0.8,206.3,6.0,46.5,26.8,43.6,2.5,196.8,4.5,74.3,403.1,5.4,2.4,68.8,1.5,1.0,6.5,3.8,0.0,73.3,19.2,4.7,2.0,0.0,15.1,7.5,187.6,39.7,92.7,3.7,3.5,66.0,MAC (East),5.0,3.0,,26.8,30.3,,,,-7.65,-5.38,0.545,0.625,6.0,5.0
UCF,2000,20.3,12.8,1.5,5.9,1.2,37.7,22.6,60.0,1.6,2.5,295.2,8.8,72.5,30.3,28.1,1.2,78.7,2.8,65.8,373.9,5.7,2.8,20.0,8.2,2.5,9.4,1.2,29.8,16.1,54.0,1.4,1.0,192.9,6.9,61.3,20.1,41.8,1.4,130.9,3.1,71.6,323.8,4.5,2.5,77.8,1.6,1.3,7.4,3.0,0.0,46.2,15.4,4.4,2.7,0.1,28.3,10.4,171.0,39.2,97.5,3.6,3.5,57.0,Ind,4.0,0.0,,20.1,30.3,,,,-7.1,-1.83,0.636,,7.0,0.0
UCLA,2000,19.4,10.8,2.2,6.4,1.0,33.0,17.8,54.0,1.0,2.1,264.0,7.0,62.2,30.3,38.6,1.6,98.7,2.6,71.6,362.7,5.1,2.0,20.8,9.1,2.5,9.3,1.5,33.3,16.8,50.5,1.1,2.0,225.7,7.0,65.5,31.5,42.2,1.7,186.0,4.4,75.5,411.7,5.5,2.6,75.0,1.1,0.8,6.3,3.9,0.0,77.0,19.7,6.7,1.7,0.0,10.9,6.3,289.5,43.0,95.5,4.0,3.8,90.0,Pac-10,6.0,5.0,,30.7,29.4,,6.0,,8.32,7.57,0.5,0.375,6.0,3.0
East Carolina,2000,19.7,9.1,1.3,9.4,0.5,30.7,15.5,50.3,1.1,1.9,224.8,5.1,49.0,30.0,40.5,1.5,161.5,4.0,71.3,386.3,5.4,1.5,18.3,8.7,1.1,8.5,0.8,29.0,15.3,52.7,1.1,1.0,203.5,7.0,58.4,20.8,42.6,1.3,142.4,3.3,71.6,345.9,4.8,1.9,58.8,1.5,0.9,6.5,3.5,0.0,68.6,19.9,5.5,2.9,0.2,43.0,14.8,199.8,36.6,97.7,3.9,3.8,47.0,CUSA,4.0,2.0,,21.3,30.8,,,,-0.07,6.93,0.667,0.7140000000000001,8.0,5.0
Tulane,2000,24.8,15.1,2.2,7.5,0.7,46.0,26.2,56.9,1.5,2.5,324.5,9.2,86.7,29.9,35.5,0.9,129.1,3.6,81.5,453.5,5.6,2.2,22.3,11.2,2.0,9.1,1.0,38.4,20.6,53.8,1.0,1.6,256.2,9.7,81.1,31.5,39.2,2.1,180.5,4.6,77.5,436.7,5.6,2.0,76.2,1.9,1.5,7.7,4.4,0.0,89.3,20.5,5.4,3.5,0.0,29.0,8.4,237.2,44.2,94.9,3.5,3.4,51.0,CUSA,5.0,4.0,,31.5,29.9,,,,-5.27,-5.54,0.545,0.429,6.0,3.0
Western Michigan,2000,21.5,11.4,1.3,8.8,0.8,31.8,18.5,58.1,1.0,1.4,232.1,5.7,49.6,29.9,41.0,2.3,168.5,4.1,72.8,400.6,5.5,1.8,15.5,7.9,1.1,6.5,0.8,28.8,14.9,51.9,0.8,0.8,178.0,5.7,45.4,11.6,38.2,0.3,105.3,2.8,66.9,283.3,4.2,1.5,66.7,1.0,0.7,5.9,1.7,0.0,33.9,20.4,4.0,3.1,0.2,47.3,15.3,147.1,36.8,97.9,4.0,3.9,72.0,MAC (West),3.0,1.0,,11.6,29.9,,,,-5.79,5.96,0.75,0.875,9.0,7.0
Ohio State,2000,18.7,9.1,1.1,8.5,0.5,27.7,14.4,51.8,1.1,1.3,208.4,8.1,74.3,29.5,43.4,1.6,161.9,3.7,71.1,370.3,5.2,1.6,18.4,9.5,2.4,6.5,0.9,35.8,19.5,54.3,1.6,1.3,227.7,6.2,51.5,18.0,36.0,0.9,91.6,2.5,71.8,319.4,4.4,2.5,82.6,2.1,1.7,8.2,3.0,0.0,73.9,24.6,5.1,3.4,0.1,42.5,12.6,196.0,38.5,91.7,3.3,3.0,32.0,Big Ten,4.0,3.0,,18.5,27.6,,6.0,16.0,4.13,10.97,0.667,0.625,8.0,5.0
Idaho,2000,22.5,12.7,1.0,8.8,0.9,38.9,24.1,61.9,1.7,2.2,305.2,7.1,62.0,29.2,38.0,1.5,148.0,3.9,76.9,453.2,5.9,2.6,21.3,10.8,1.8,8.6,0.9,32.6,17.5,53.8,0.6,2.5,271.1,6.6,55.9,34.3,38.3,1.8,166.5,4.4,70.9,437.6,6.2,1.5,66.7,1.4,0.9,6.1,4.8,0.0,88.3,18.3,5.4,2.2,0.0,10.0,4.6,189.2,35.3,92.5,3.6,3.4,42.0,Big West,6.0,2.0,,34.3,29.2,,,,-3.23,-7.41,0.455,0.6,5.0,3.0
Oregon,2000,20.7,10.7,2.2,7.8,0.6,35.6,18.4,51.5,1.2,1.8,257.7,8.0,72.0,28.7,39.6,1.6,151.2,3.8,75.3,408.9,5.4,1.8,15.6,7.6,1.8,6.2,0.9,31.9,13.6,42.7,1.2,1.3,207.1,8.5,71.5,19.9,35.1,1.2,124.0,3.5,67.0,331.1,4.9,2.1,52.0,2.3,1.2,6.5,3.4,0.0,75.8,22.5,6.2,3.7,0.0,28.8,7.7,240.6,38.9,94.3,3.2,3.0,87.0,Pac-10,2.0,1.0,,20.8,29.3,7.0,5.0,,5.08,13.75,0.833,0.875,10.0,7.0
Marshall,2000,20.5,12.8,1.2,6.6,0.8,40.3,24.4,60.7,0.8,2.0,298.7,6.3,54.8,28.5,31.7,1.5,113.5,3.6,71.9,412.2,5.7,1.7,20.1,8.6,1.4,10.1,0.8,28.3,15.9,56.2,1.3,1.4,180.5,5.1,46.4,23.6,42.8,1.3,175.2,4.1,71.1,355.7,5.0,2.1,70.0,1.7,1.2,6.8,3.6,0.0,65.7,18.3,5.2,2.7,0.1,27.0,10.1,208.8,40.4,97.6,3.4,3.3,64.0,MAC (East),5.0,3.0,,22.8,28.2,,,,-4.83,-0.9,0.615,0.625,8.0,5.0
Ole Miss,2000,17.9,9.3,0.9,7.7,0.5,29.9,16.2,54.1,1.2,1.7,200.2,6.1,52.4,28.5,37.1,1.6,146.8,4.0,67.0,347.0,5.2,1.6,18.9,8.6,1.5,8.7,0.6,31.0,14.5,46.9,1.6,0.8,187.6,7.4,56.3,25.5,38.4,2.2,178.3,4.6,69.4,365.9,5.3,2.3,69.2,1.2,0.8,5.8,3.5,0.1,64.1,18.6,5.1,1.7,0.1,20.5,11.9,204.3,40.1,94.9,3.5,3.4,104.0,SEC (West),5.0,4.0,,27.4,29.3,,18.0,18.0,1.09,4.18,0.583,0.5,7.0,4.0
UNLV,2000,18.8,7.0,0.9,10.9,0.9,20.4,10.8,52.7,0.8,1.3,159.3,6.3,56.6,28.3,45.6,2.0,227.8,5.0,66.0,387.1,5.9,1.8,18.7,8.5,2.2,8.0,0.6,30.1,16.2,53.7,0.8,1.3,210.1,4.3,40.5,21.8,39.2,1.3,141.2,3.6,69.3,351.3,5.1,1.4,78.6,1.2,0.9,5.4,2.8,0.0,57.0,20.7,5.6,2.3,0.2,34.8,15.4,220.5,39.5,84.2,3.2,2.7,,,,,,,,,,,,,,,,
Texas A&M,2000,21.0,10.3,2.0,8.7,0.7,32.3,19.2,59.4,0.8,0.9,235.3,6.5,57.2,27.9,38.3,2.5,146.4,3.8,70.5,381.6,5.4,1.5,17.4,8.8,1.7,6.8,0.5,33.3,17.6,53.0,1.6,1.2,215.4,7.9,72.2,17.8,35.4,0.6,106.3,3.0,68.6,321.6,4.7,2.1,83.3,1.6,1.4,7.2,1.9,0.0,38.5,20.1,4.8,2.7,0.0,31.9,11.7,189.9,39.4,91.9,3.4,3.1,17.0,Big 12 (South),5.0,3.0,,19.9,29.0,,21.0,,5.03,11.44,0.583,0.625,7.0,5.0
West Virginia,2000,18.0,8.6,1.9,7.5,1.1,29.5,13.7,46.6,0.9,1.0,207.5,6.3,51.5,27.9,41.0,1.8,140.8,3.4,70.5,348.3,4.9,2.0,18.8,9.8,1.1,7.9,0.9,33.4,19.0,56.9,1.7,1.6,233.0,7.1,56.1,29.5,38.0,1.7,146.5,3.9,71.4,379.5,5.3,2.6,64.7,1.5,1.0,5.9,4.1,0.2,83.9,20.5,6.9,2.9,0.0,21.2,7.3,264.4,38.3,84.2,3.5,2.9,26.0,Big East,5.0,4.0,,30.3,29.7,,,,5.54,6.29,0.583,0.429,7.0,3.0
Iowa State,2000,20.8,9.1,2.2,9.5,0.5,31.0,15.9,51.3,1.2,0.8,215.6,7.2,67.5,27.8,40.6,2.5,208.0,5.1,71.6,423.6,5.9,1.6,21.6,8.7,1.5,11.4,1.2,30.1,14.8,49.2,0.9,1.4,209.8,7.5,66.0,26.6,44.0,2.1,196.3,4.5,74.1,406.1,5.5,2.1,66.7,1.9,1.3,6.4,2.5,0.0,43.4,17.0,5.3,2.3,0.1,22.7,10.0,199.0,37.7,82.4,3.1,2.5,11.0,Big 12 (North),3.0,3.0,,26.8,28.6,25.0,25.0,,2.84,6.43,0.75,0.625,9.0,5.0
Arizona State,2000,19.4,10.3,1.6,7.5,1.2,37.0,17.4,46.9,1.1,1.9,266.8,8.2,65.7,26.9,40.4,1.0,114.2,2.8,77.4,381.0,4.9,2.3,18.9,9.6,1.5,7.8,2.1,35.6,17.6,49.5,1.2,1.5,234.1,8.1,71.5,24.7,40.1,1.5,167.3,4.2,75.7,401.4,5.3,3.3,65.2,2.1,1.4,6.9,3.1,0.0,62.4,20.2,7.5,4.5,0.1,39.2,8.8,298.9,39.6,93.9,3.0,2.8,89.0,Pac-10,6.0,5.0,,25.3,26.1,,,,4.75,5.92,0.5,0.375,6.0,3.0
New Mexico State,2000,21.7,7.2,1.5,13.1,1.2,24.3,11.9,49.1,0.8,1.7,159.3,9.2,74.5,26.8,48.6,1.5,270.2,5.6,72.9,429.5,5.9,2.0,21.1,9.5,1.4,10.3,0.9,26.8,15.0,55.9,0.6,1.5,218.5,5.7,45.9,32.5,41.6,2.5,198.9,4.8,68.5,417.4,6.1,1.5,45.0,1.8,0.8,5.5,3.4,0.0,65.4,19.4,5.0,3.0,0.2,27.5,9.2,194.1,38.8,89.5,3.5,3.1,43.0,Big West,8.0,4.0,,32.5,26.8,,,,-4.0,-8.82,0.273,0.2,3.0,1.0
Georgia,2000,18.8,9.5,1.4,7.9,1.0,31.3,16.5,52.6,1.5,1.3,215.0,6.1,45.0,26.7,35.8,1.6,131.9,3.7,67.1,346.9,5.2,2.5,16.4,8.6,0.6,7.1,0.6,35.0,20.0,57.1,1.7,0.9,202.5,6.3,51.5,18.0,35.3,1.0,111.1,3.1,70.3,313.5,4.5,2.4,93.3,1.4,1.3,6.5,3.3,0.0,63.3,19.3,5.3,2.6,0.0,21.3,8.1,222.7,42.2,88.2,3.1,2.7,96.0,SEC (East),4.0,3.0,,17.7,27.6,20.0,9.0,10.0,1.8,9.97,0.667,0.625,8.0,5.0
Illinois,2000,20.8,9.0,2.0,9.8,1.1,32.8,18.8,57.3,0.9,2.0,217.2,4.1,36.4,26.7,39.5,1.3,162.7,4.1,72.4,379.9,5.3,2.0,23.4,8.5,1.2,13.6,0.7,29.4,16.1,54.8,1.1,0.7,179.9,7.5,66.7,26.0,48.9,2.4,232.5,4.8,78.3,412.5,5.3,1.8,54.5,1.0,0.5,5.1,4.1,0.0,71.1,17.4,5.0,2.0,0.1,24.3,12.1,199.7,39.9,100.0,3.5,3.5,37.0,Big Ten,6.0,6.0,,26.0,26.7,,19.0,21.0,2.31,2.59,0.455,0.25,5.0,2.0
Syracuse,2000,18.2,6.6,0.7,10.8,0.3,22.5,12.5,55.5,1.7,0.9,171.0,7.5,61.1,26.7,46.3,2.5,207.2,4.5,68.7,378.2,5.5,2.0,15.4,7.6,1.5,6.3,0.8,29.6,13.5,45.4,0.6,0.8,176.1,6.9,53.8,19.3,36.0,1.1,135.8,3.8,65.6,311.9,4.8,1.5,35.0,1.8,0.6,5.1,3.2,0.0,71.8,22.6,4.9,3.7,0.1,40.3,10.8,189.6,38.6,94.6,3.4,3.2,24.0,Big East,5.0,3.0,,19.3,26.7,,,,3.12,6.94,0.545,0.5710000000000001,6.0,4.0
LSU,2000,18.3,10.0,1.0,7.3,0.5,32.1,16.6,51.8,1.5,2.2,245.3,7.4,64.3,26.5,35.8,1.2,131.1,3.7,67.9,376.4,5.5,2.0,19.3,9.7,1.5,8.1,1.1,36.5,20.0,54.9,0.8,1.4,216.2,4.5,35.4,20.1,35.2,0.8,134.7,3.8,71.6,350.9,4.9,1.9,55.6,1.6,0.9,5.8,3.3,0.0,66.6,20.4,5.3,2.5,0.0,27.1,11.0,196.2,37.2,94.4,3.3,3.1,102.0,SEC (West),4.0,3.0,,19.6,26.7,22.0,22.0,,2.18,6.34,0.667,0.625,8.0,5.0
Utah State,2000,19.1,10.3,1.6,7.2,1.1,38.6,19.8,51.3,0.8,1.7,266.2,7.0,66.7,26.5,29.5,1.5,120.3,4.1,68.2,386.5,5.7,1.9,21.9,10.5,1.5,9.8,0.7,32.5,18.3,56.1,1.0,1.7,255.6,6.6,60.0,32.4,44.5,2.0,196.7,4.4,77.0,452.4,5.9,1.7,70.0,1.8,1.3,6.4,4.5,0.0,91.5,20.1,6.1,2.2,0.0,20.1,9.2,240.6,39.5,87.5,2.9,2.5,41.0,Big West,6.0,1.0,,32.4,26.5,,,,-5.53,-11.16,0.455,0.8,5.0,4.0
Louisiana Tech,2000,23.8,14.4,2.0,7.4,1.1,45.5,29.8,65.4,2.3,2.5,309.6,7.4,62.8,26.4,27.6,0.9,103.3,3.7,73.1,412.9,5.6,3.4,22.1,9.3,2.1,10.8,1.1,28.8,16.3,56.6,0.9,1.6,197.5,8.1,65.2,33.0,42.6,2.3,211.0,5.0,71.4,408.5,5.7,2.0,58.8,1.4,0.8,5.8,4.3,0.0,81.1,19.1,4.2,1.6,0.0,11.3,7.1,142.1,34.1,95.1,3.4,3.3,60.0,Ind,9.0,0.0,,33.0,26.4,,,,-5.3,-10.72,0.25,,3.0,0.0
Southern Mississippi,2000,18.1,10.2,1.8,6.1,1.2,31.9,18.3,57.3,0.9,1.4,221.2,6.6,52.4,26.0,38.0,1.4,102.6,2.7,69.9,323.8,4.6,2.1,14.9,7.4,1.3,6.3,0.8,33.6,16.9,50.3,1.3,0.8,162.5,7.2,63.0,16.5,37.6,0.7,105.6,2.8,71.3,268.2,3.8,2.1,66.7,1.6,1.1,6.2,2.5,0.0,51.9,20.4,7.2,3.2,0.0,41.5,13.1,287.4,40.0,100.0,2.9,2.9,49.0,CUSA,4.0,3.0,,16.9,26.2,,13.0,23.0,-0.14,7.44,0.667,0.5710000000000001,8.0,4.0
USC,2000,21.6,11.3,2.0,8.3,1.5,37.2,20.4,54.9,1.5,1.6,262.3,9.4,81.4,25.8,37.7,1.4,153.6,4.1,74.8,415.9,5.6,3.0,18.3,9.3,1.8,7.3,0.8,29.9,15.3,51.3,0.6,1.4,217.3,8.2,66.8,28.1,40.4,1.8,125.8,3.1,70.3,343.0,4.9,1.4,55.6,1.5,0.8,4.9,3.8,0.0,73.1,19.5,5.3,2.2,0.2,19.9,9.2,190.1,36.2,74.4,3.3,2.4,92.0,Pac-10,7.0,6.0,,28.1,25.8,,8.0,15.0,6.45,4.37,0.41700000000000004,0.25,5.0,2.0
Wisconsin,2000,19.0,7.2,1.4,10.4,0.9,21.9,12.3,55.9,0.8,1.2,164.8,6.2,57.8,25.6,47.8,1.7,198.4,4.2,69.7,363.2,5.2,1.7,19.9,9.9,1.8,8.2,0.5,35.3,17.3,49.2,1.7,1.2,238.1,6.9,52.1,20.4,34.7,0.9,153.7,4.4,69.9,391.8,5.6,2.2,59.1,1.8,1.1,5.9,3.2,0.1,60.4,19.1,5.4,1.8,0.2,17.7,9.6,242.9,44.8,94.1,2.8,2.7,33.0,Big Ten,4.0,4.0,,20.4,25.2,23.0,4.0,4.0,4.42,9.65,0.6920000000000001,0.5,9.0,4.0
Washington State,2000,17.7,8.4,1.9,7.5,1.2,31.0,15.6,50.4,1.0,1.7,241.5,10.5,84.4,25.5,38.3,1.1,121.3,3.2,69.3,362.7,5.2,2.2,21.3,10.6,1.7,8.9,0.9,35.1,18.2,51.8,1.2,2.2,238.4,8.4,73.3,32.2,40.9,1.6,174.3,4.3,76.0,412.6,5.4,2.1,57.9,1.7,1.0,5.2,3.6,0.0,71.5,19.7,6.5,2.0,0.2,14.5,7.3,247.8,37.9,82.8,2.6,2.2,93.0,Pac-10,7.0,6.0,,32.2,25.5,,,,6.66,1.93,0.364,0.25,4.0,2.0
South Florida,2000,18.0,8.1,1.3,8.6,1.1,29.7,17.3,58.1,0.6,1.3,203.2,9.9,91.0,25.3,36.3,1.4,152.5,4.2,66.0,355.6,5.4,1.7,17.0,8.3,2.2,6.5,0.7,30.3,15.1,49.8,0.8,1.1,174.5,6.0,45.2,18.3,36.0,1.1,122.5,3.4,66.3,296.9,4.5,1.5,66.7,2.2,1.5,7.1,2.7,0.0,60.7,22.3,5.0,2.5,0.1,31.9,12.5,194.1,38.8,96.8,2.8,2.7,56.0,Ind,4.0,0.0,,18.3,25.3,,,,-12.13,-8.94,0.636,,7.0,0.0
Texas Tech,2000,20.6,12.0,2.8,5.8,0.4,51.1,31.0,60.7,1.5,1.8,295.7,9.4,76.6,25.3,25.4,0.8,66.9,2.6,76.5,362.6,4.7,1.9,18.8,8.0,1.7,9.1,1.2,28.6,14.8,51.6,1.3,0.6,164.1,8.3,77.3,19.8,41.3,1.7,156.6,3.8,69.8,320.7,4.6,2.4,63.2,1.6,1.0,5.9,2.4,0.0,43.2,17.9,5.4,3.0,0.2,32.2,10.7,208.7,38.5,97.2,3.0,2.9,18.0,Big 12 (South),6.0,5.0,,21.4,25.4,,,,1.65,4.81,0.5379999999999999,0.375,7.0,3.0
Fresno State,2000,17.3,9.5,1.7,6.1,0.9,30.6,18.5,60.5,1.0,1.8,227.0,8.7,72.2,25.1,34.4,0.9,121.7,3.5,65.0,348.7,5.4,1.9,20.4,9.2,2.6,8.5,0.9,33.6,17.7,52.7,1.2,0.8,205.5,8.5,68.2,19.5,41.3,1.5,147.6,3.6,74.9,353.2,4.7,2.1,56.3,1.5,0.8,5.3,2.9,0.0,55.8,19.2,5.7,2.3,0.1,28.5,12.6,214.6,37.5,96.9,2.9,2.8,109.0,WAC,5.0,2.0,,20.9,26.4,,,,-2.04,2.22,0.583,0.75,7.0,6.0
Cincinnati,2000,19.6,10.5,1.5,7.6,0.8,33.5,17.3,51.6,1.2,1.2,216.5,7.5,63.0,25.0,40.7,1.1,141.0,3.5,74.2,357.5,4.8,2.0,20.1,10.1,2.1,7.9,1.4,32.5,19.1,58.8,1.7,1.3,224.8,5.6,49.9,23.6,38.7,1.5,147.0,3.8,71.2,371.8,5.2,3.1,90.6,2.9,2.6,10.3,3.3,0.0,66.8,20.4,5.4,2.0,0.0,15.6,7.8,214.5,40.0,96.3,2.5,2.4,48.0,CUSA,5.0,2.0,,23.8,24.1,,,,-1.61,-0.11,0.583,0.7140000000000001,7.0,5.0
Miami (OH),2000,20.3,9.3,1.9,9.1,1.2,37.3,18.2,48.8,1.7,1.4,232.2,6.6,59.1,24.7,36.8,1.5,154.9,4.2,74.1,387.1,5.2,2.9,20.5,8.4,1.3,10.9,0.5,27.5,14.7,53.6,1.1,1.4,191.9,7.9,74.6,26.0,45.9,1.7,213.1,4.6,73.4,405.0,5.5,1.6,70.6,1.5,1.1,6.0,4.9,0.0,99.1,20.2,5.1,3.6,0.2,44.6,12.3,213.1,41.9,90.9,3.0,2.7,67.0,MAC (East),5.0,3.0,,26.0,24.7,,,,-7.65,-7.92,0.545,0.625,6.0,5.0
Hawaii,2000,20.4,14.4,1.8,4.2,0.8,50.8,25.8,50.7,1.9,2.1,322.9,9.7,69.2,24.5,19.9,1.1,73.8,3.7,70.7,396.7,5.6,2.8,22.0,8.0,1.9,12.1,1.2,27.6,15.3,55.6,1.0,1.5,194.4,8.0,66.2,33.3,49.4,2.2,210.8,4.3,77.0,405.2,5.3,2.2,71.4,1.2,0.8,4.8,4.6,0.0,88.8,19.4,5.4,2.5,0.0,24.5,9.8,203.5,37.6,93.3,2.5,2.3,112.0,WAC,9.0,6.0,,33.3,24.5,,,,-4.18,-12.52,0.25,0.25,3.0,2.0
North Carolina,2000,19.7,8.7,2.4,8.6,1.3,28.9,15.5,53.5,1.1,1.0,222.6,5.9,50.3,24.5,43.0,1.5,148.5,3.5,71.9,371.1,5.2,2.4,16.2,8.9,1.0,6.3,0.6,30.5,15.1,49.4,0.6,1.7,224.0,7.9,71.4,25.8,37.3,1.5,103.5,2.8,67.8,327.5,4.8,1.3,81.0,1.9,1.5,7.4,3.6,0.0,65.5,18.0,5.5,3.4,0.2,44.1,13.1,198.5,35.8,100.0,2.7,2.7,5.0,ACC,5.0,5.0,,25.8,24.5,,,,1.85,2.4,0.545,0.375,6.0,3.0
Pitt,2000,19.8,10.1,1.5,8.3,1.6,30.8,16.8,54.6,1.0,2.1,269.5,6.7,62.0,24.3,38.6,0.9,129.6,3.4,69.5,399.1,5.7,2.6,18.7,10.1,2.2,6.5,0.5,35.2,18.5,52.5,1.2,1.0,226.0,7.2,60.0,19.1,37.9,1.0,99.7,2.6,73.1,325.7,4.5,1.6,66.7,1.4,0.9,5.4,2.7,0.1,55.4,20.3,4.8,2.8,0.0,24.1,8.5,179.5,37.2,93.5,2.8,2.6,23.0,Big East,5.0,3.0,,20.6,24.7,,,,1.93,5.68,0.583,0.5710000000000001,7.0,4.0
Arkansas,2000,18.0,8.6,1.5,7.9,0.9,32.0,16.2,50.6,1.4,1.3,174.2,6.2,48.5,24.0,38.6,1.6,150.3,3.9,70.6,324.5,4.6,2.3,15.9,6.9,1.5,7.5,0.5,27.5,13.0,47.4,0.9,1.3,153.0,6.9,52.9,23.5,37.5,1.4,139.1,3.7,64.9,292.1,4.5,1.5,54.5,1.0,0.5,4.5,3.5,0.0,69.1,19.5,6.1,2.9,0.0,17.5,6.0,253.9,41.7,97.0,3.0,2.9,105.0,SEC (West),6.0,5.0,,24.1,23.2,,,,1.79,-0.38,0.5,0.375,6.0,3.0
Auburn,2000,18.0,8.8,1.4,7.8,0.9,29.5,17.3,58.8,1.0,1.2,193.3,6.8,54.2,24.0,38.5,1.6,163.3,4.2,68.0,356.7,5.2,1.9,16.2,9.2,1.4,5.6,0.7,34.6,19.1,55.2,1.3,1.8,205.0,6.0,47.5,19.6,29.7,0.5,98.3,3.3,64.3,303.3,4.7,2.0,77.8,1.5,1.2,6.3,3.3,0.1,65.3,20.1,5.5,2.4,0.1,18.3,7.6,234.3,42.6,100.0,2.8,2.8,101.0,SEC (West),4.0,2.0,,20.5,24.3,18.0,15.0,,3.56,7.64,0.6920000000000001,0.75,9.0,6.0
Kansas,2000,19.0,8.2,2.2,8.6,1.6,29.2,13.2,45.2,1.0,0.9,183.9,6.8,59.0,23.7,42.7,1.8,157.4,3.7,71.9,341.3,4.7,2.6,21.3,9.3,1.7,10.3,1.0,27.2,15.7,57.9,1.0,1.1,202.6,6.7,69.7,32.6,44.6,2.7,198.0,4.4,71.8,400.6,5.6,2.0,71.4,1.3,0.9,5.4,4.2,0.0,73.7,17.6,5.9,2.5,0.1,22.1,8.7,223.4,37.8,90.6,2.9,2.6,13.0,Big 12 (North),7.0,6.0,,32.6,23.7,,,,4.6,-1.95,0.364,0.25,4.0,2.0
Stanford,2000,19.5,9.8,2.0,7.7,1.1,35.0,16.9,48.3,1.0,1.8,236.8,5.8,42.8,23.7,41.1,1.1,138.9,3.4,76.1,375.7,4.9,2.1,17.8,8.6,1.3,7.9,0.5,30.5,16.1,52.8,1.5,1.5,219.1,7.5,61.3,26.7,37.5,1.7,146.7,3.9,68.0,365.8,5.4,2.1,58.3,1.1,0.6,4.3,3.5,0.0,69.7,20.2,7.1,2.5,0.3,23.5,9.2,248.8,35.1,89.7,2.6,2.4,88.0,Pac-10,6.0,4.0,,26.7,23.7,,,,8.12,5.85,0.455,0.5,5.0,4.0
