,first_down,first_down_pass,first_down_penalty,first_down_rush,fumbles_lost,g,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,penalty,penalty_yds,points,ranker,rush_att,rush_td,rush_yds,rush_yds_per_att,school_name,tot_plays,tot_yds,tot_yds_per_play,turnovers,year
61,20.2,10.8,1.7,7.7,0.8,12,35.5,21.3,60.1,1.1,1.7,245.3,7.3,58.3,24.7,62,37.4,1.0,140.1,3.7,Boston College,72.9,385.4,5.3,1.8,2004
62,18.6,10.5,1.5,6.6,0.7,11,32.0,20.3,63.4,0.7,1.6,239.5,5.5,47.1,24.6,63,34.5,1.2,97.3,2.8,Akron,66.5,336.8,5.1,1.5,2004
63,16.2,6.7,1.1,8.4,0.8,12,21.8,12.2,55.9,0.9,0.9,141.6,5.8,51.2,24.6,64,41.8,1.8,185.1,4.4,Alabama,63.6,326.7,5.1,1.7,2004
64,21.9,11.0,1.3,9.6,0.2,12,38.6,20.8,53.8,0.8,1.0,237.3,6.6,57.4,24.6,65,37.1,1.9,172.2,4.6,Northwestern,75.7,409.5,5.4,0.9,2004
65,18.4,7.8,0.9,9.6,0.9,11,27.6,13.2,47.7,1.0,0.7,165.5,9.5,80.9,24.6,66,40.6,2.1,187.8,4.6,South Florida,68.3,353.3,5.2,1.9,2004
66,19.9,12.6,1.5,5.8,0.9,11,36.7,25.6,69.8,1.5,1.4,267.7,7.8,69.2,24.5,67,32.7,1.5,106.5,3.3,Middle Tennessee State,69.5,374.3,5.4,2.4,2004
67,20.9,14.0,1.8,5.1,1.4,11,43.0,27.5,64.1,1.8,1.7,310.5,7.0,54.5,24.5,68,33.4,0.8,83.5,2.5,Rutgers,76.4,394.0,5.2,3.2,2004
68,19.5,11.3,2.0,6.3,1.5,11,38.5,21.3,55.3,1.3,1.6,279.5,7.5,63.8,24.3,69,34.8,1.1,103.2,3.0,Brigham Young,73.3,382.7,5.2,2.7,2004
69,18.6,10.7,1.2,6.8,0.8,12,30.8,18.2,59.1,1.1,1.4,267.7,9.3,84.3,24.3,70,39.0,1.3,125.8,3.2,Florida Atlantic,69.8,393.4,5.6,1.9,2004
70,16.6,9.9,1.4,5.3,0.4,12,32.1,19.9,62.1,1.2,1.7,240.1,7.6,56.3,24.3,71,35.7,0.8,72.6,2.0,Iowa,67.8,312.7,4.6,1.6,2004
71,18.1,9.9,1.0,7.2,0.8,12,35.4,20.7,58.4,1.3,1.6,208.6,6.4,56.4,24.3,72,33.6,0.9,112.7,3.4,Marshall,69.0,321.3,4.7,2.1,2004
72,15.5,7.8,1.1,6.6,1.2,12,25.8,13.8,53.5,0.8,1.2,175.4,5.9,44.8,24.2,73,36.8,0.9,145.4,4.0,Ohio State,62.6,320.8,5.1,1.9,2004
73,18.1,9.7,1.2,7.3,0.5,12,30.2,16.3,53.9,0.8,1.4,218.1,5.6,45.7,24.1,74,38.3,1.4,127.4,3.3,Notre Dame,68.5,345.5,5.0,1.3,2004
74,19.3,9.6,1.6,8.0,1.5,11,31.2,17.4,55.7,1.5,1.1,202.0,9.2,70.8,24.0,75,39.5,1.4,147.0,3.7,North Carolina State,70.7,349.0,4.9,2.9,2004
75,18.2,8.1,1.8,8.3,1.0,12,26.6,15.1,56.7,1.2,0.7,170.3,7.3,63.7,23.9,76,39.8,1.9,178.8,4.5,Syracuse,66.3,349.0,5.3,2.2,2004
76,17.3,7.5,1.5,8.3,0.5,11,26.6,14.7,55.3,0.8,1.2,186.3,6.7,50.0,23.8,77,42.8,1.2,134.2,3.1,Indiana,69.5,320.5,4.6,1.4,2004
77,16.9,9.4,1.3,6.3,0.8,11,38.2,21.3,55.7,1.3,1.7,220.5,8.0,63.5,23.8,78,34.4,1.1,94.0,2.7,Kansas,72.5,314.5,4.3,2.1,2004
78,14.5,4.4,1.2,8.9,0.8,12,19.3,8.3,42.7,0.9,1.0,116.9,6.3,49.8,23.8,79,42.5,1.4,167.3,3.9,Troy,61.8,284.2,4.6,1.8,2004
79,20.0,11.6,2.0,6.4,0.9,11,31.8,19.0,59.7,1.5,1.4,261.3,4.4,35.0,23.7,80,35.6,1.2,111.6,3.1,Colorado State,67.5,372.9,5.5,2.5,2004
80,18.2,9.2,1.4,7.6,0.5,11,31.9,16.5,51.9,0.8,1.1,205.7,5.1,44.1,23.6,81,34.8,1.9,175.9,5.1,Army,66.7,381.6,5.7,1.4,2004
81,20.2,9.8,1.8,8.5,0.5,11,34.1,19.0,55.7,0.9,1.5,225.6,7.7,65.7,23.6,82,40.7,1.5,169.9,4.2,Central Michigan,74.8,395.5,5.3,1.5,2004
82,17.3,10.2,1.1,6.0,0.6,13,32.3,19.1,59.0,1.4,1.0,215.0,8.0,60.7,23.4,83,34.3,1.2,124.8,3.6,Colorado,66.6,339.8,5.1,2.0,2004
83,19.4,8.6,1.2,9.5,0.6,11,34.3,17.9,52.3,1.0,1.6,207.5,4.3,35.4,23.3,84,41.5,1.2,165.0,4.0,Missouri,75.8,372.5,4.9,1.6,2004
84,24.1,14.8,1.8,7.5,1.3,11,45.5,27.8,61.2,1.3,1.9,306.4,7.4,69.6,23.0,85,32.8,1.5,123.9,3.8,Florida A&M,78.3,430.3,5.5,2.5,2004
85,19.5,11.5,1.8,6.3,1.1,11,39.2,23.5,60.1,1.5,2.1,264.8,8.0,65.4,22.5,86,33.0,0.6,99.5,3.0,Western Michigan,72.2,364.4,5.0,2.6,2004
86,18.3,7.7,1.0,9.5,1.0,11,25.5,14.5,56.8,1.4,1.2,200.2,6.1,44.5,22.1,87,42.2,1.3,168.7,4.0,South Carolina,67.6,368.9,5.5,2.4,2004
87,19.3,8.3,1.6,9.3,1.0,12,28.8,14.1,48.8,1.5,1.4,184.2,6.3,53.3,22.0,88,40.5,0.9,162.3,4.0,Georgia Tech,69.3,346.4,5.0,2.5,2004
88,21.0,10.7,1.2,9.1,0.9,11,36.1,20.8,57.7,1.3,1.2,229.6,5.5,42.5,22.0,89,38.3,1.1,152.7,4.0,Louisiana,74.4,382.4,5.1,2.2,2004
89,17.2,10.3,1.9,5.0,0.5,11,37.2,18.9,50.9,1.3,1.2,247.3,6.1,51.6,22.0,90,32.1,1.2,81.2,2.5,Stanford,69.3,328.5,4.7,1.7,2004
90,20.0,9.4,1.6,9.0,1.0,11,32.2,18.3,56.8,0.7,1.2,184.7,3.8,32.8,21.8,91,36.8,1.4,153.4,4.2,Illinois,69.0,338.1,4.9,1.7,2004
91,19.9,9.0,0.9,10.0,1.0,11,31.6,17.8,56.3,0.5,1.0,220.7,5.8,47.7,21.6,92,41.5,1.7,173.0,4.2,Temple,73.2,393.7,5.4,1.5,2004
92,16.6,8.3,2.1,6.3,0.6,11,32.3,16.2,50.1,1.5,0.6,188.1,5.3,45.2,21.5,93,34.5,1.4,107.5,3.1,Clemson,66.8,295.6,4.4,2.2,2004
93,19.8,10.5,1.6,7.7,0.9,11,40.4,21.8,54.1,1.5,1.5,244.6,8.1,74.3,21.3,94,34.3,0.8,130.2,3.8,San Diego State,74.6,374.8,5.0,2.5,2004
94,17.1,9.9,1.6,5.5,0.7,11,34.7,18.8,54.2,1.7,1.6,215.5,5.1,39.7,21.0,95,33.5,0.6,92.8,2.8,East Carolina,68.3,308.4,4.5,2.5,2004
95,21.2,9.7,2.1,9.4,0.7,11,32.2,18.0,55.9,0.5,1.0,251.5,7.7,60.5,20.9,96,42.4,1.4,138.3,3.3,Houston,74.5,389.7,5.2,1.3,2004
96,18.2,5.3,0.6,12.3,0.5,11,22.1,11.6,52.7,0.6,0.5,145.2,6.1,58.7,20.9,97,47.9,1.6,206.1,4.3,Wake Forest,70.0,351.3,5.0,1.2,2004
97,18.3,8.3,1.6,8.4,1.5,11,29.5,14.2,48.1,1.5,1.0,167.5,9.0,71.7,20.8,98,40.2,1.5,173.0,4.3,UNLV,69.6,340.5,4.9,3.0,2004
98,18.8,8.3,1.7,8.8,0.9,12,27.1,14.3,52.6,0.6,0.8,167.2,4.8,36.9,20.8,99,44.3,1.5,160.9,3.6,Wisconsin,71.4,328.1,4.6,1.5,2004
99,18.5,8.8,1.3,8.4,0.2,11,32.2,18.5,57.3,0.4,1.3,209.0,5.8,44.6,20.5,100,37.6,1.0,114.3,3.0,Ball State,69.8,323.3,4.6,0.5,2004
100,19.4,9.1,2.0,8.3,0.6,12,29.3,14.5,49.6,0.7,1.1,187.3,6.0,49.4,20.5,101,44.7,0.9,141.8,3.2,Iowa State,73.9,329.1,4.5,1.3,2004
101,17.5,9.5,1.1,6.9,1.2,11,35.9,21.4,59.5,1.0,1.5,212.9,6.3,48.3,20.4,102,33.3,0.7,98.9,3.0,Baylor,69.2,311.8,4.5,2.2,2004
102,19.1,9.8,1.9,7.4,1.3,12,32.9,20.8,63.3,1.2,1.2,208.4,7.2,67.5,20.4,103,38.1,1.4,131.6,3.5,Idaho,71.0,340.0,4.8,2.4,2004
103,16.1,4.9,1.5,9.7,0.6,12,21.6,9.7,44.8,1.0,0.5,119.1,7.8,61.8,20.3,104,43.8,1.7,178.9,4.1,New Mexico,65.4,298.0,4.6,1.6,2004
104,16.1,8.3,1.3,6.5,1.0,11,31.5,15.9,50.6,1.0,1.3,200.2,6.8,56.8,20.1,105,37.1,0.8,108.2,2.9,Ohio,68.5,308.4,4.5,2.0,2004
105,18.1,9.3,0.9,7.9,1.1,11,31.1,16.1,51.8,1.5,1.3,206.4,8.6,67.5,19.5,106,36.4,0.7,151.8,4.2,Arkansas State,67.5,358.2,5.3,2.6,2004
106,19.5,9.6,1.5,8.5,0.7,11,31.8,16.2,50.9,1.2,0.6,192.1,7.0,56.9,19.5,107,39.9,1.2,158.9,4.0,Ole Miss,71.7,351.0,4.9,1.9,2004
107,19.0,8.6,1.4,9.0,1.1,11,25.9,15.4,59.3,0.5,0.9,186.3,4.8,40.4,19.3,108,39.9,1.5,148.5,3.7,Vanderbilt,65.8,334.8,5.1,1.5,2004
108,19.4,8.9,1.5,8.9,0.8,11,33.9,18.8,55.5,1.2,1.1,213.2,8.3,79.8,19.2,109,36.7,1.1,139.8,3.8,Louisiana-Monroe,70.6,353.0,5.0,2.0,2004
109,17.9,9.8,1.4,6.7,1.2,11,31.9,17.4,54.4,1.5,1.0,208.7,7.0,61.1,18.4,110,37.3,1.1,125.2,3.4,SMU,69.2,333.9,4.8,2.7,2004
110,13.9,5.0,2.0,6.9,0.5,11,23.6,10.7,45.4,1.4,0.5,121.5,6.2,49.5,17.9,111,40.0,1.5,148.1,3.7,Buffalo,63.6,269.5,4.2,1.8,2004
111,16.6,7.6,1.1,7.9,0.8,11,27.7,14.6,52.8,1.5,0.7,178.5,6.2,49.8,17.7,112,40.9,1.1,119.5,2.9,Maryland,68.6,298.0,4.3,2.3,2004
112,17.0,8.7,1.1,7.2,0.7,11,32.1,16.5,51.6,1.7,0.9,180.8,5.6,46.1,17.7,113,33.4,1.3,129.9,3.9,Penn State,65.5,310.7,4.7,2.5,2004
113,16.6,9.3,2.2,5.2,0.9,11,33.4,19.1,57.2,1.7,1.0,214.1,7.1,63.8,16.7,114,32.6,0.6,76.3,2.3,Utah State,66.0,290.4,4.4,2.6,2004
114,14.4,7.8,1.4,5.2,1.2,11,28.6,16.4,57.1,1.0,0.9,170.5,5.3,38.2,16.6,115,35.0,0.6,95.9,2.7,Duke,63.6,266.5,4.2,2.2,2004
115,16.3,8.3,1.2,6.8,1.0,11,27.5,16.0,58.3,1.2,0.9,183.0,5.5,48.0,15.9,116,38.8,0.8,97.0,2.5,UCF,66.3,280.0,4.2,2.2,2004
116,16.0,7.1,1.3,7.6,1.3,11,32.1,17.5,54.7,1.0,0.8,167.7,7.3,55.8,15.7,117,32.3,1.0,107.7,3.3,Kentucky,64.4,275.5,4.3,2.3,2004
117,15.2,6.3,0.5,8.4,0.9,11,26.5,13.4,50.5,1.2,0.8,144.6,5.9,48.0,15.7,118,36.5,1.0,158.5,4.3,Mississippi State,62.9,303.2,4.8,2.1,2004
118,15.6,6.9,1.3,7.5,1.2,11,28.4,14.9,52.6,1.0,0.9,170.5,5.1,42.9,14.9,119,35.1,0.8,118.4,3.4,Arizona,63.5,288.9,4.6,2.2,2004
119,17.1,8.4,2.0,6.7,1.6,11,36.5,14.6,40.1,2.2,0.7,190.8,6.9,56.8,14.0,120,37.6,0.9,120.2,3.2,Washington,74.1,311.0,4.2,3.8,2004
0,24.7,9.3,1.5,13.8,0.7,13,25.8,16.8,64.9,0.8,2.0,237.2,7.6,65.5,50.2,1,46.5,4.2,274.9,5.9,Texas,72.4,512.1,7.1,1.5,2005
1,28.9,13.8,1.8,13.3,0.5,13,37.0,24.0,64.9,0.8,2.5,319.8,7.2,63.6,49.1,2,40.4,3.9,260.0,6.4,USC,77.4,579.8,7.5,1.3,2005
2,23.9,11.8,1.8,10.3,1.0,12,31.3,20.5,65.4,0.8,2.0,293.6,7.7,68.0,43.4,3,39.3,3.4,188.5,4.8,Louisville,70.7,482.1,6.8,1.8,2005
3,26.8,16.9,2.8,7.2,0.6,12,49.0,32.6,66.5,1.0,2.8,388.8,9.4,83.4,39.4,4,25.7,2.1,107.0,4.2,Texas Tech,74.7,495.8,6.6,1.6,2005
4,21.8,11.3,1.9,8.6,0.8,12,32.4,20.6,63.5,0.5,2.8,270.3,6.3,52.0,39.1,5,36.3,1.8,160.7,4.4,UCLA,68.8,431.0,6.3,1.3,2005
5,22.2,12.2,1.5,8.5,0.6,13,33.1,20.8,63.0,1.2,2.4,260.3,8.1,72.6,37.8,6,36.6,1.9,164.6,4.5,Fresno State,69.7,424.9,6.1,1.8,2005
6,26.1,16.8,1.6,7.8,0.8,12,41.1,26.0,63.3,0.9,3.2,373.4,9.5,81.8,36.8,7,37.3,1.5,145.7,3.9,Arizona State,78.3,519.1,6.6,1.7,2005
7,26.2,14.1,1.6,10.5,0.5,12,37.8,24.5,64.8,0.7,2.7,330.3,6.4,55.6,36.7,8,40.9,1.8,147.1,3.6,Notre Dame,78.8,477.3,6.1,1.2,2005
8,22.4,9.6,1.2,11.6,1.2,13,30.0,17.4,57.9,1.5,1.5,222.5,7.5,68.5,36.1,9,43.1,2.8,202.5,4.7,Boise State,73.1,424.9,5.8,2.6,2005
9,24.1,8.8,1.3,13.9,0.5,12,26.9,15.4,57.3,0.8,1.7,221.7,5.3,50.6,35.8,10,50.8,2.8,273.1,5.4,Minnesota,77.8,494.8,6.4,1.3,2005
10,23.8,10.0,1.4,12.3,0.6,12,31.5,20.1,63.8,1.1,2.5,230.3,7.5,67.4,35.8,11,40.8,1.7,216.8,5.3,Toledo,72.3,447.1,6.2,1.7,2005
11,22.5,13.7,2.2,6.7,0.8,12,40.2,25.3,62.9,0.8,2.3,304.5,8.0,72.3,34.5,12,35.6,1.3,134.3,3.8,Oregon,75.8,438.8,5.8,1.6,2005
12,21.8,8.8,1.7,11.3,1.0,12,27.6,14.6,52.9,0.8,1.5,208.8,4.8,35.2,34.4,13,41.9,2.4,212.8,5.1,Penn State,69.5,421.5,6.1,1.8,2005
13,21.3,10.3,0.8,10.2,0.4,13,25.9,15.4,59.3,0.7,1.7,228.4,5.5,47.2,34.3,14,44.0,2.4,168.2,3.8,Wisconsin,69.9,396.5,5.7,1.1,2005
14,21.9,4.5,1.0,16.4,0.8,12,12.3,5.8,46.9,1.0,0.6,116.5,4.3,33.8,34.2,15,55.9,3.8,318.7,5.7,Navy,68.2,435.2,6.4,1.8,2005
15,25.1,12.7,1.6,10.8,1.0,12,33.8,20.8,61.3,0.9,1.8,249.8,6.1,51.2,34.2,16,44.7,2.4,199.5,4.5,Nevada,78.5,449.3,5.7,1.9,2005
16,23.8,13.3,1.6,8.9,0.6,11,37.4,22.6,60.6,1.0,2.6,283.9,5.5,47.8,33.8,17,38.0,1.7,143.8,3.8,Bowling Green State,75.4,427.7,5.7,1.6,2005
17,25.8,12.9,1.2,11.7,0.6,11,34.6,22.9,66.1,1.2,2.2,295.5,6.2,48.5,33.8,18,41.2,2.0,201.8,4.9,Michigan State,75.8,497.3,6.6,1.8,2005
18,21.7,8.7,1.6,11.4,0.6,13,23.2,13.9,60.1,0.8,1.4,190.2,6.2,53.6,33.8,19,46.1,2.3,190.7,4.1,Virginia Tech,69.2,380.9,5.5,1.4,2005
19,23.6,13.5,1.9,8.3,0.7,11,40.5,23.1,57.1,1.3,2.5,291.6,6.3,57.1,33.7,20,37.5,1.4,134.0,3.6,Miami (OH),77.9,425.6,5.5,2.0,2005
20,23.3,12.0,1.7,9.5,1.0,11,34.6,19.6,56.7,1.2,2.3,277.3,6.7,63.5,33.5,21,40.0,1.8,212.0,5.3,Washington State,74.6,489.3,6.6,2.2,2005
21,21.3,9.0,1.6,10.7,0.7,12,31.5,17.4,55.3,0.9,1.3,207.8,8.7,79.6,33.2,22,44.8,2.7,192.2,4.3,Texas Christian,76.3,399.9,5.2,1.6,2005
22,20.4,9.8,1.8,8.7,0.8,13,31.2,19.6,62.8,0.6,1.6,236.2,5.8,47.7,33.1,23,37.8,2.2,166.0,4.4,Tulsa,69.0,402.2,5.8,1.4,2005
23,25.6,14.3,2.2,9.1,0.6,12,43.0,27.7,64.3,1.1,2.3,310.1,8.3,72.5,33.0,24,34.8,2.0,152.3,4.4,Brigham Young,77.8,462.4,5.9,1.7,2005
24,20.9,8.1,1.6,11.3,0.8,12,26.8,13.9,52.0,1.4,1.8,192.7,5.8,51.7,32.9,25,40.3,2.3,235.3,5.8,California,67.0,427.9,6.4,2.3,2005
25,21.3,10.3,0.4,10.6,1.3,12,25.2,16.3,64.9,0.4,1.5,225.7,5.4,48.2,32.7,26,42.2,1.9,196.7,4.7,Ohio State,67.3,422.3,6.3,1.8,2005
26,21.2,9.5,1.4,10.3,1.0,12,28.1,19.1,68.0,0.8,2.0,237.4,6.2,58.8,32.4,27,39.8,2.3,206.7,5.2,Northern Illinois,67.9,444.1,6.5,1.8,2005
27,27.3,14.0,2.5,10.8,1.0,12,42.7,26.7,62.5,0.8,1.8,306.8,6.2,48.5,32.3,28,38.5,2.1,193.6,5.0,Northwestern,81.2,500.3,6.2,1.8,2005
28,21.4,10.2,0.9,10.3,0.8,12,28.3,16.3,57.5,0.7,1.6,215.8,5.6,44.8,32.2,29,40.1,2.3,194.1,4.8,Auburn,68.3,409.8,6.0,1.5,2005
29,21.1,11.6,1.7,7.7,0.7,11,35.0,22.1,63.1,1.0,2.7,246.5,7.6,62.8,32.2,30,38.8,0.9,145.9,3.8,Western Michigan,73.8,392.5,5.3,1.7,2005
30,18.8,5.3,0.9,12.5,0.8,12,16.1,10.2,63.2,0.6,1.0,116.5,6.8,58.1,32.1,31,52.1,2.8,272.4,5.2,West Virginia,68.2,388.9,5.7,1.4,2005
31,21.6,8.8,1.5,11.4,1.0,11,29.2,15.1,51.7,0.9,1.7,207.4,7.0,54.3,32.0,32,41.1,2.2,234.9,5.7,Texas A&M,70.3,442.3,6.3,1.9,2005
32,22.5,13.4,1.8,7.3,1.2,12,38.2,22.3,58.5,1.7,2.4,300.6,7.0,64.1,31.8,33,32.9,1.2,122.2,3.7,UTEP,71.1,422.8,5.9,2.8,2005
33,23.4,10.6,2.1,10.8,1.2,12,39.1,23.1,59.1,0.9,1.3,224.5,7.2,67.1,30.8,34,42.7,2.2,205.3,4.8,Missouri,81.8,429.8,5.3,2.1,2005
34,25.7,17.5,2.6,5.6,0.8,12,48.2,31.6,65.6,1.3,3.1,384.3,8.4,72.7,30.7,35,23.3,0.9,91.9,4.0,Hawaii,71.4,476.2,6.7,2.0,2005
35,22.5,7.1,1.9,13.5,1.3,11,18.6,11.0,59.0,0.9,1.3,170.7,4.9,45.9,30.0,36,53.5,2.5,246.5,4.6,Air Force,72.1,417.3,5.8,2.2,2005
36,22.7,12.3,1.4,8.9,0.8,12,33.7,20.4,60.6,0.7,1.9,257.8,4.3,37.3,30.0,37,36.3,1.6,174.7,4.8,Iowa,70.0,432.4,6.2,1.4,2005
37,22.3,12.3,1.1,8.9,0.7,11,38.9,21.9,56.3,1.2,0.9,241.7,6.6,52.6,30.0,38,37.8,2.8,186.7,4.9,Purdue,76.7,428.5,5.6,1.9,2005
38,22.8,12.5,1.0,9.3,1.2,12,34.6,21.5,62.2,0.8,2.2,294.5,7.7,63.5,30.0,39,41.2,1.5,178.5,4.3,Utah,75.8,473.0,6.2,2.0,2005
39,22.5,9.2,2.1,11.2,0.7,11,28.3,17.0,60.1,1.2,1.5,197.4,7.4,56.2,29.6,40,47.9,2.1,200.0,4.2,New Mexico,76.2,397.4,5.2,1.9,2005
40,19.0,10.6,2.3,6.2,0.6,12,34.1,18.7,54.8,1.1,1.9,246.0,6.2,51.3,29.6,41,34.1,1.3,111.3,3.3,Southern Mississippi,68.2,357.3,5.2,1.7,2005
41,19.8,10.2,1.5,8.2,0.8,13,27.9,15.5,55.4,0.5,2.0,229.0,5.9,53.6,29.5,42,35.0,1.2,162.2,4.6,Georgia,62.9,391.2,6.2,1.4,2005
42,19.6,9.2,1.4,9.1,1.0,13,27.7,16.6,60.0,0.8,1.7,224.0,8.3,69.8,29.5,43,39.2,1.6,150.1,3.8,LSU,66.8,374.1,5.6,1.8,2005
43,18.7,12.0,1.5,5.2,0.6,13,40.5,23.3,57.6,1.5,1.6,282.6,8.8,78.3,28.9,44,28.9,1.5,94.0,3.3,Florida State,69.4,376.6,5.4,2.1,2005
44,21.6,10.8,1.5,9.3,0.8,12,34.1,19.8,58.2,0.7,1.9,222.7,4.0,31.8,28.8,45,41.6,1.3,161.6,3.9,Michigan,75.7,384.3,5.1,1.5,2005
45,20.0,9.6,1.4,9.0,0.7,11,32.4,17.5,53.9,0.9,1.6,219.1,6.3,52.3,28.7,46,38.9,1.7,147.5,3.8,Louisiana Tech,71.3,366.6,5.1,1.6,2005
46,19.8,10.8,1.1,8.0,0.3,12,29.8,17.2,57.7,1.6,1.7,234.8,7.2,60.9,28.7,47,37.8,1.3,162.3,4.3,Rutgers,67.6,397.1,5.9,1.9,2005
47,21.5,12.1,1.3,8.2,0.8,13,30.3,17.9,59.1,0.7,1.8,234.2,7.5,63.3,28.7,48,42.8,1.4,167.1,3.9,UCF,73.2,401.3,5.5,1.5,2005
48,20.4,10.3,1.3,8.8,0.5,12,32.1,20.1,62.6,0.6,1.7,226.7,8.5,65.3,28.6,49,37.9,1.6,146.8,3.9,Florida,70.0,373.4,5.3,1.1,2005
49,19.2,10.3,1.9,6.9,0.9,12,30.7,18.9,61.7,0.8,1.6,239.7,5.3,47.3,28.3,50,40.9,1.7,110.7,2.7,Iowa State,71.6,350.3,4.9,1.8,2005
50,22.1,10.3,0.9,10.8,1.1,12,35.2,21.3,60.4,1.3,1.6,272.3,7.8,69.2,28.1,51,39.8,1.9,166.4,4.2,Houston,74.9,438.8,5.9,2.3,2005
51,22.4,13.0,1.4,8.0,0.5,11,35.4,22.3,63.0,1.1,2.1,292.1,6.8,58.1,27.9,52,33.1,1.3,142.5,4.3,UAB,68.5,434.6,6.3,1.5,2005
52,19.6,5.3,1.3,13.0,0.7,12,19.9,11.3,56.5,0.6,0.8,130.0,7.4,60.3,27.2,53,49.8,2.3,267.9,5.4,Memphis,69.7,397.9,5.7,1.3,2005
53,23.5,13.5,2.5,7.5,0.6,11,42.5,24.9,58.7,0.8,1.9,280.5,4.2,30.9,27.2,54,32.8,1.5,115.1,3.5,Vanderbilt,75.3,395.6,5.3,1.5,2005
54,18.1,9.5,1.7,6.9,0.9,12,28.3,16.3,57.4,1.0,1.7,215.5,7.3,70.1,27.1,55,37.3,1.5,137.6,3.7,Miami (FL),65.7,353.1,5.4,1.9,2005
55,19.3,8.6,1.3,9.4,1.1,12,28.0,14.9,53.3,0.9,0.8,177.6,8.5,71.7,26.9,56,43.8,2.3,177.5,4.0,Oklahoma,71.8,355.1,4.9,2.0,2005
56,19.9,10.5,1.6,7.8,1.0,12,33.4,20.5,61.3,1.2,1.7,231.6,6.0,47.2,26.9,57,38.2,1.3,147.5,3.9,San Diego State,71.6,379.1,5.3,2.2,2005
57,20.1,12.4,0.8,6.8,0.6,12,33.5,20.7,61.7,1.3,2.1,286.3,6.1,50.0,26.8,58,35.0,1.2,121.7,3.5,Colorado State,68.5,408.0,6.0,1.8,2005
58,19.6,9.5,1.9,8.2,0.4,12,30.3,18.7,61.7,1.1,1.3,223.7,5.5,47.3,26.7,59,37.5,1.7,142.6,3.8,Virginia,67.8,366.3,5.4,1.5,2005
59,22.1,13.9,1.7,6.5,1.2,11,41.7,24.3,58.2,2.1,1.2,296.5,8.9,78.9,26.6,60,37.7,1.5,122.5,3.2,Oregon State,79.5,419.0,5.3,3.3,2005
60,21.0,9.9,1.9,9.2,0.4,12,31.4,20.7,65.8,0.8,1.2,231.6,4.8,40.5,26.3,61,37.5,1.7,153.0,4.1,Clemson,68.9,384.6,5.6,1.3,2005
61,17.5,7.6,2.2,7.6,1.5,11,28.9,14.9,51.6,1.1,1.4,201.4,8.7,75.2,26.3,62,39.3,1.5,138.4,3.5,Kansas State,68.2,339.7,5.0,2.5,2005
62,20.6,6.9,1.3,12.5,1.1,11,21.5,12.4,57.4,0.8,0.3,132.4,6.5,56.6,26.0,63,48.3,3.1,254.3,5.3,Louisiana,69.8,386.6,5.5,1.9,2005
63,21.3,11.7,1.5,8.1,0.8,12,34.7,21.7,62.5,1.0,1.4,242.8,6.8,54.8,25.8,64,37.4,1.8,145.0,3.9,Boston College,72.1,387.8,5.4,1.8,2005
64,18.9,7.1,1.3,10.5,0.9,11,25.5,13.6,53.6,1.1,1.2,143.7,7.3,58.5,25.7,65,43.7,1.7,216.9,5.0,Arkansas,69.2,360.6,5.2,2.0,2005
65,18.9,6.9,2.4,9.6,1.0,11,27.9,14.2,50.8,0.9,1.3,149.5,6.2,47.2,24.7,66,44.2,1.5,174.8,4.0,Connecticut,72.1,324.3,4.5,1.9,2005
66,18.4,10.3,2.2,5.9,0.9,12,37.0,19.9,53.8,1.1,1.7,224.3,7.4,57.8,24.7,67,35.0,0.8,96.0,2.7,Nebraska,72.0,320.3,4.4,2.0,2005
67,19.7,10.3,2.6,6.8,1.2,11,34.3,20.3,59.2,1.7,1.6,245.7,5.9,54.5,24.6,68,32.4,1.4,117.5,3.6,Wyoming,66.6,363.2,5.5,2.9,2005
68,18.3,7.3,1.1,9.8,0.9,12,24.9,13.5,54.2,0.8,1.1,176.9,10.1,75.9,24.5,69,40.1,1.8,193.2,4.8,Arkansas State,65.0,370.1,5.7,1.8,2005
69,22.0,11.6,1.7,8.6,0.7,11,31.9,19.1,59.8,1.5,1.4,249.1,5.1,44.1,24.5,70,39.3,1.5,134.8,3.4,Maryland,71.2,383.9,5.4,2.3,2005
70,18.3,10.5,1.7,6.0,0.8,11,30.6,18.8,61.4,0.7,1.6,223.9,5.1,40.3,24.5,71,35.2,0.7,92.3,2.6,Stanford,65.8,316.2,4.8,1.5,2005
71,18.3,6.7,1.3,10.3,0.9,11,26.6,15.6,58.7,0.9,0.6,161.3,6.4,62.1,24.5,72,47.7,1.8,197.5,4.1,Wake Forest,74.4,358.8,4.8,1.8,2005
72,19.6,10.0,1.4,8.3,1.1,11,33.6,20.4,60.5,0.7,1.3,256.0,5.5,46.3,24.3,73,35.8,1.5,137.5,3.8,East Carolina,69.5,393.5,5.7,1.8,2005
73,17.9,9.5,1.8,6.6,1.4,11,31.5,17.6,55.9,0.8,1.5,219.0,6.3,53.9,24.3,74,36.5,0.8,116.8,3.2,Pitt,68.1,335.8,4.9,2.2,2005
74,17.2,9.9,1.6,5.7,0.8,12,29.6,17.8,60.0,1.0,1.8,220.8,6.0,46.5,23.7,75,30.4,1.1,95.2,3.1,South Carolina,60.0,315.9,5.3,1.8,2005
