,first_down,first_down_pass,first_down_penalty,first_down_rush,fumbles_lost,g,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,penalty,penalty_yds,points,ranker,rush_att,rush_td,rush_yds,rush_yds_per_att,school_name,tot_plays,tot_yds,tot_yds_per_play,turnovers,year
26,23.1,13.8,1.2,8.2,0.4,13,39.5,25.5,64.6,1.2,3.0,305.5,5.2,50.6,35.2,27,32.4,1.5,149.9,4.6,Texas A&M,71.9,455.4,6.3,1.5,2014
27,23.9,9.1,2.8,12.0,1.0,10,26.9,16.6,61.7,0.8,1.8,213.6,6.9,56.9,34.8,28,46.7,2.6,252.5,5.4,Appalachian State,73.6,466.1,6.3,1.8,2014
28,22.0,7.4,1.1,13.5,0.7,14,23.0,12.6,55.0,1.1,1.1,148.7,4.6,43.4,34.6,29,46.3,3.3,320.1,6.9,Wisconsin,69.3,468.9,6.8,1.9,2014
29,24.7,12.6,3.0,9.1,0.6,14,40.3,22.9,56.7,0.7,2.1,281.8,6.6,62.9,34.5,30,41.1,1.9,181.9,4.4,Arizona,81.4,463.7,5.7,1.3,2014
30,23.8,14.2,1.7,7.9,0.6,13,37.8,22.6,59.9,1.1,2.7,303.6,4.5,41.7,34.0,31,34.9,1.4,156.5,4.5,Cincinnati,72.7,460.2,6.3,1.7,2014
31,23.0,13.5,1.4,8.1,0.8,13,34.4,22.0,64.0,0.5,2.6,321.6,5.5,54.7,33.9,32,33.5,1.8,159.3,4.8,Colorado State,67.8,480.9,7.1,1.3,2014
32,23.2,10.3,1.1,11.8,0.4,12,31.8,20.8,65.4,0.6,1.8,225.9,6.3,59.0,33.8,33,44.9,2.4,238.5,5.3,Texas State,76.8,464.4,6.1,1.0,2014
33,20.7,10.6,1.1,9.0,0.8,13,28.6,19.5,68.0,0.8,2.0,267.3,5.3,51.2,33.8,34,38.7,2.2,170.8,4.4,Western Michigan,67.3,438.2,6.5,1.5,2014
34,23.0,13.4,1.7,7.9,0.9,14,36.9,23.6,64.0,1.4,1.9,303.3,6.2,47.7,33.7,35,32.2,1.9,138.1,4.3,Florida State,69.1,441.4,6.4,2.3,2014
35,23.4,10.9,1.4,11.1,0.8,13,33.5,22.9,68.5,0.5,1.8,258.3,8.0,75.3,33.5,36,42.8,2.0,209.5,4.9,UCLA,76.3,467.8,6.1,1.2,2014
36,25.9,13.5,2.8,9.6,1.5,13,41.1,26.2,63.7,0.8,2.0,317.0,6.5,58.2,33.5,37,43.3,1.4,182.8,4.2,West Virginia,84.4,499.8,5.9,2.2,2014
37,23.8,12.1,2.0,9.8,0.8,13,39.2,24.2,61.9,1.0,2.2,278.0,7.6,63.2,33.2,38,38.2,2.0,151.8,4.0,North Carolina,77.3,429.8,5.6,1.8,2014
38,22.2,8.5,1.1,12.6,0.8,12,27.2,16.8,61.7,1.0,1.3,219.3,6.4,56.2,33.2,39,51.2,2.3,212.5,4.2,UAB,78.3,431.8,5.5,1.8,2014
39,23.8,12.9,1.8,9.0,0.9,13,35.6,21.3,59.8,1.1,2.3,285.5,4.5,37.5,32.8,40,37.2,1.8,159.5,4.3,Notre Dame,72.8,444.9,6.1,2.0,2014
40,23.5,11.5,1.8,10.1,0.8,13,36.0,21.3,59.2,0.8,2.2,282.4,5.4,46.6,32.6,41,36.8,1.8,161.0,4.4,South Carolina,72.8,443.4,6.1,1.6,2014
41,22.0,10.0,1.8,10.2,0.5,13,36.2,20.6,56.9,0.6,1.8,216.5,4.9,38.7,32.4,42,37.8,1.8,181.8,4.8,Duke,74.1,398.3,5.4,1.2,2014
42,22.2,11.1,2.3,8.8,0.5,11,33.3,21.3,63.9,1.1,2.9,259.1,5.3,53.0,32.3,43,40.3,1.5,178.6,4.4,Buffalo,73.5,437.7,6.0,1.6,2014
43,22.2,9.2,1.7,11.2,0.8,13,27.6,15.3,55.4,0.5,1.6,188.0,5.2,44.7,31.9,44,42.8,2.4,218.0,5.1,Arkansas,70.5,406.0,5.8,1.3,2014
44,22.2,12.9,1.8,7.5,0.4,11,38.0,23.7,62.4,1.3,2.5,293.5,3.6,37.3,31.9,45,29.9,1.7,145.9,4.9,Old Dominion,67.9,439.5,6.5,1.6,2014
45,20.7,2.8,0.8,17.1,1.3,13,10.0,4.8,47.7,0.4,0.7,81.4,2.6,27.2,31.8,46,55.9,3.5,338.1,6.0,Navy,65.9,419.5,6.4,1.7,2014
46,23.7,8.2,1.5,14.0,0.9,13,23.7,14.5,61.0,0.5,1.3,185.9,6.4,53.4,31.8,47,46.8,2.7,249.4,5.3,Pitt,70.5,435.3,6.2,1.5,2014
47,27.2,20.9,2.5,3.8,0.6,12,64.3,42.5,66.1,1.5,3.8,477.7,7.8,67.7,31.8,48,20.3,0.4,39.8,2.0,Washington State,84.5,517.5,6.1,2.1,2014
48,21.2,9.2,0.9,11.1,0.9,12,28.6,18.7,65.3,1.1,1.4,217.5,6.5,57.5,31.6,49,44.2,2.6,213.8,4.8,Middle Tennessee State,72.8,431.3,5.9,2.0,2014
49,22.1,5.7,1.2,15.2,1.0,13,15.8,9.0,56.8,0.3,1.2,145.6,3.5,35.4,31.5,50,61.2,2.6,273.1,4.5,Air Force,77.1,418.7,5.4,1.3,2014
50,22.8,8.6,1.1,13.1,0.6,14,27.5,16.4,59.5,0.2,1.4,192.1,5.9,56.7,31.5,51,49.1,2.6,249.1,5.1,Northern Illinois,76.6,441.2,5.8,0.9,2014
51,19.5,8.6,1.2,9.7,0.6,13,29.1,17.6,60.6,0.6,1.5,197.7,5.9,54.0,31.3,52,43.5,1.6,190.4,4.4,Utah,72.5,388.1,5.3,1.2,2014
52,20.4,10.2,1.2,8.9,1.2,13,32.9,18.2,55.4,0.8,1.6,252.0,6.9,49.3,31.2,53,39.3,2.2,142.7,3.6,Louisville,72.2,394.7,5.5,2.0,2014
53,20.5,11.2,1.3,8.1,0.5,13,34.7,22.5,64.7,0.9,1.8,261.8,4.0,35.1,30.8,54,41.5,1.5,146.5,3.5,Clemson,76.2,408.3,5.4,1.4,2014
54,24.7,14.8,1.9,7.9,0.8,12,46.6,27.7,59.4,1.5,3.3,351.1,9.3,89.2,30.5,55,29.6,0.7,153.0,5.2,Texas Tech,76.2,504.1,6.6,2.3,2014
55,17.5,7.2,1.1,9.3,0.8,12,27.0,14.1,52.2,1.2,1.5,179.9,6.7,59.2,30.3,56,43.1,1.8,187.7,4.4,Florida,70.1,367.6,5.2,2.0,2014
56,21.7,9.4,1.5,10.8,0.7,13,29.3,17.2,58.8,0.5,1.8,204.0,4.8,42.9,30.2,57,39.1,2.0,204.5,5.2,North Carolina State,68.4,408.5,6.0,1.2,2014
57,20.0,8.6,1.4,9.9,0.8,14,28.6,18.2,63.8,0.4,1.4,200.1,7.0,61.8,30.2,58,43.4,1.6,188.6,4.3,Washington,71.9,388.6,5.4,1.2,2014
58,22.2,11.3,2.4,8.6,0.7,14,39.1,22.6,58.0,0.9,1.2,259.9,7.9,62.3,30.0,59,39.7,2.1,173.0,4.4,Bowling Green State,78.8,432.9,5.5,1.6,2014
59,22.0,9.5,2.5,10.0,0.5,13,34.6,20.9,60.4,1.2,1.4,230.2,6.5,59.3,29.8,60,38.1,2.2,183.9,4.8,Houston,72.7,414.2,5.7,1.7,2014
60,21.8,8.6,0.7,12.5,0.4,13,28.5,18.3,64.3,0.7,1.2,191.5,5.0,40.7,29.5,61,42.2,2.4,225.9,5.4,Louisiana,70.6,417.4,5.9,1.1,2014
61,19.3,9.0,1.5,8.8,0.3,12,33.8,19.0,56.3,0.9,1.2,231.2,5.5,50.3,29.2,62,37.0,1.8,153.2,4.1,Kentucky,70.8,384.3,5.4,1.3,2014
62,19.8,9.8,1.3,8.8,0.9,13,30.1,17.5,58.1,0.9,2.0,249.9,7.2,63.6,29.2,63,34.3,1.5,180.4,5.3,Miami (FL),64.4,430.3,6.7,1.8,2014
63,21.1,9.4,1.2,10.5,0.4,13,31.2,18.4,58.9,0.8,1.4,192.2,5.6,49.7,29.2,64,43.1,2.1,205.5,4.8,Nevada,74.3,397.6,5.4,1.2,2014
64,21.3,10.7,1.5,9.1,0.6,13,34.8,21.6,62.0,1.1,1.8,224.2,4.2,34.2,28.9,65,40.3,1.5,146.4,3.6,Tennessee,75.2,370.5,4.9,1.7,2014
65,19.4,9.2,1.2,9.0,0.3,13,27.1,15.7,58.0,0.6,1.9,231.5,5.9,53.5,28.8,66,43.9,1.7,167.8,3.8,Rice,71.0,399.2,5.6,0.9,2014
66,24.7,13.3,3.0,8.4,0.5,12,45.4,29.0,63.9,1.3,2.4,284.1,7.2,67.8,28.5,67,37.6,1.1,155.0,4.1,Colorado,83.0,439.1,5.3,1.8,2014
67,17.5,9.2,1.5,6.8,0.6,13,32.2,17.5,54.5,1.1,1.5,220.2,5.9,52.1,28.5,68,32.9,1.6,121.8,3.7,Maryland,65.1,342.1,5.3,1.7,2014
68,18.3,5.8,1.1,11.4,0.8,13,19.5,9.8,50.0,0.7,0.9,141.8,5.3,46.5,28.4,69,46.1,2.5,215.5,4.7,Minnesota,65.6,357.3,5.4,1.5,2014
69,20.4,11.5,1.5,7.5,0.8,13,32.9,19.8,60.3,1.2,1.8,263.6,5.3,42.2,28.3,70,36.6,1.6,155.5,4.2,Ole Miss,69.5,419.1,6.0,1.9,2014
70,21.5,10.0,2.1,9.5,1.2,13,33.6,20.4,60.6,0.5,1.6,237.0,3.5,29.5,28.2,71,39.5,1.7,163.1,4.1,Iowa,73.2,400.1,5.5,1.7,2014
71,20.5,9.6,2.4,8.5,1.1,13,32.0,17.9,56.0,1.2,1.8,235.3,5.8,54.3,28.1,72,40.5,1.5,128.3,3.2,UCF,72.5,363.6,5.0,2.2,2014
72,19.2,8.7,1.4,9.2,0.2,14,29.6,15.8,53.3,0.9,1.8,189.1,7.3,58.2,27.8,73,38.5,1.2,177.9,4.6,Missouri,68.1,367.0,5.4,1.1,2014
73,20.3,10.4,1.9,8.0,0.7,12,34.1,19.3,56.7,0.6,1.6,215.8,4.2,40.8,27.7,74,37.3,1.3,153.4,4.1,Ball State,71.4,369.3,5.2,1.3,2014
74,17.0,3.4,0.8,12.8,1.0,12,12.4,6.3,51.0,0.5,0.6,88.3,4.4,43.3,27.7,75,48.6,2.8,310.4,6.4,New Mexico,61.0,398.7,6.5,1.5,2014
75,20.2,6.5,1.5,12.2,0.6,13,21.2,10.6,50.2,0.7,1.3,162.9,5.5,45.8,27.6,76,47.8,1.9,224.5,4.7,LSU,69.0,387.5,5.6,1.3,2014
76,18.9,9.8,2.0,7.1,0.4,13,30.8,17.1,55.4,1.3,1.5,242.2,6.1,53.8,27.6,77,38.9,1.4,136.6,3.5,Oklahoma State,69.8,378.8,5.4,1.7,2014
77,22.2,12.9,2.7,6.6,0.8,12,41.0,22.4,54.7,1.1,2.3,311.8,6.1,51.4,27.3,78,32.3,1.3,109.3,3.4,Massachusetts,73.3,421.0,5.7,1.9,2014
78,17.8,7.2,1.8,8.8,0.8,12,27.6,15.1,54.7,1.1,1.1,172.8,5.3,52.5,27.2,79,39.3,1.8,152.9,3.9,North Texas,66.9,325.7,4.9,1.8,2014
79,20.5,11.5,1.7,7.3,1.0,13,29.3,19.1,65.1,0.6,1.5,229.8,5.8,48.5,27.2,80,36.7,1.7,158.8,4.3,Stanford,66.0,388.6,5.9,1.6,2014
80,22.2,11.4,1.7,9.0,1.1,13,29.4,18.7,63.6,1.0,2.1,242.8,5.4,46.5,26.9,81,38.8,1.5,155.2,4.0,Central Michigan,68.2,398.1,5.8,2.1,2014
81,17.4,7.1,1.7,8.6,0.7,14,27.8,17.4,62.5,0.8,1.4,198.7,7.2,65.6,26.9,82,36.6,1.6,180.1,4.9,Utah State,64.4,378.8,5.9,1.5,2014
82,18.5,8.8,0.8,9.0,0.5,13,27.5,15.3,55.7,1.0,1.7,227.4,4.7,41.9,26.7,83,37.6,1.6,162.6,4.3,Rutgers,65.1,390.0,6.0,1.5,2014
83,17.4,5.5,1.2,10.6,0.5,13,22.1,12.2,55.4,0.5,0.9,142.9,5.0,39.8,26.6,84,44.0,2.1,208.5,4.7,UTEP,66.1,351.4,5.3,0.9,2014
84,21.1,9.9,2.2,9.0,0.4,14,37.9,21.4,56.4,1.5,1.8,223.7,4.2,39.0,26.5,85,40.4,1.6,182.4,4.5,Fresno State,78.3,406.1,5.2,1.9,2014
85,19.1,5.6,1.4,12.1,0.2,13,18.7,10.4,55.6,0.8,1.0,129.3,4.5,38.3,26.2,86,48.8,2.4,254.7,5.2,Boston College,67.5,384.0,5.7,1.0,2014
86,19.1,10.4,2.2,6.5,0.8,13,36.2,22.1,61.1,0.9,1.9,249.8,6.1,51.5,25.9,87,31.8,1.2,117.5,3.7,Illinois,67.9,367.2,5.4,1.7,2014
87,20.5,11.4,1.8,7.3,0.7,12,36.0,20.7,57.4,1.3,1.5,236.4,6.5,57.8,25.8,88,37.6,1.1,137.8,3.7,Virginia,73.6,374.2,5.1,2.0,2014
88,20.8,11.5,2.8,6.5,0.5,12,39.3,24.2,61.4,0.7,1.3,275.4,8.9,79.8,25.7,89,31.3,1.6,118.2,3.8,Oregon State,70.7,393.6,5.6,1.2,2014
89,18.8,6.1,1.6,11.2,0.8,12,26.1,14.0,53.7,0.8,0.6,141.4,6.5,60.7,25.1,90,44.9,2.4,263.6,5.9,Indiana,71.0,405.0,5.7,1.6,2014
90,23.4,12.1,2.4,8.9,0.6,11,40.2,23.3,57.9,1.8,1.2,271.9,6.7,64.7,25.0,91,39.7,2.0,140.6,3.5,Idaho,79.9,412.5,5.2,2.5,2014
91,19.4,8.1,1.4,9.9,0.5,13,26.8,14.1,52.4,1.2,0.8,178.4,5.9,53.4,25.0,92,39.8,2.0,216.1,5.4,San Diego State,66.6,394.5,5.9,1.7,2014
92,18.1,2.1,0.9,15.1,0.9,12,8.8,4.2,47.6,0.2,0.3,62.3,4.1,34.8,24.9,93,55.3,2.8,296.3,5.4,Army,64.1,358.6,5.6,1.1,2014
93,22.5,11.7,1.9,8.9,0.4,12,40.1,21.9,54.7,1.5,1.9,264.7,6.5,64.0,24.7,94,39.8,0.9,147.8,3.7,Tulsa,79.8,412.5,5.2,1.9,2014
94,21.4,11.2,1.3,9.0,0.8,12,37.7,23.2,61.5,2.0,1.6,238.3,4.8,35.6,24.5,95,39.3,1.6,178.3,4.5,New Mexico State,76.9,416.5,5.4,2.8,2014
95,20.1,10.0,2.0,8.1,0.8,13,35.1,20.8,59.4,1.2,1.5,217.4,7.5,59.2,24.1,96,39.0,0.9,147.9,3.8,Virginia Tech,74.1,365.3,4.9,2.0,2014
96,18.3,9.0,1.0,8.3,1.1,12,30.4,17.2,56.4,0.4,1.5,199.5,4.3,39.5,24.0,97,36.9,1.2,163.6,4.4,Florida Atlantic,67.3,363.1,5.4,1.5,2014
97,17.3,8.3,1.0,7.9,0.7,12,36.2,19.4,53.7,1.3,1.3,187.4,4.9,41.9,23.8,98,33.5,1.4,157.2,4.7,Purdue,69.7,344.6,4.9,2.0,2014
98,21.3,11.8,1.9,7.7,0.4,12,42.5,23.5,55.3,0.9,1.8,248.4,4.3,40.8,23.2,99,33.5,1.0,124.1,3.7,Iowa State,76.0,372.5,4.9,1.3,2014
99,15.3,7.8,1.3,6.3,0.9,12,33.6,17.8,53.1,1.3,1.1,200.7,6.5,54.9,23.1,100,30.8,0.9,107.8,3.5,Temple,64.3,308.4,4.8,2.3,2014
100,16.3,6.8,1.2,8.3,1.0,12,26.9,14.3,52.9,0.8,1.3,168.0,7.0,56.1,23.0,101,40.7,0.9,125.2,3.1,Florida International,67.6,293.2,4.3,1.8,2014
101,20.3,11.3,1.5,7.6,0.8,12,37.8,21.8,57.5,1.2,0.8,216.5,5.2,52.3,23.0,102,40.5,1.7,136.6,3.4,Northwestern,78.3,353.1,4.5,1.9,2014
102,20.3,11.5,1.8,7.0,1.0,12,37.2,22.0,59.2,1.5,1.9,279.0,5.3,43.4,22.7,103,32.4,1.1,97.8,3.0,Georgia State,69.6,376.8,5.4,2.5,2014
103,21.7,11.0,2.1,8.6,1.0,12,43.9,23.6,53.7,1.2,1.2,249.3,8.4,77.0,22.6,104,30.3,1.5,124.0,4.1,Akron,74.3,373.3,5.0,2.2,2014
104,20.9,9.5,1.5,9.9,0.8,13,31.7,16.8,52.9,1.3,1.3,197.0,6.2,55.2,22.5,105,41.3,1.2,179.0,4.3,South Alabama,73.0,376.0,5.2,2.2,2014
105,20.5,12.3,2.0,6.2,0.8,12,39.0,18.8,48.3,0.8,1.9,277.8,7.9,61.6,22.3,106,29.8,0.9,102.6,3.4,Miami (OH),68.8,380.3,5.5,1.7,2014
106,20.5,11.4,2.2,7.0,0.3,13,38.3,20.6,53.8,1.7,1.2,257.8,6.2,55.1,21.9,107,35.8,1.4,129.2,3.6,UNLV,74.2,387.0,5.2,2.0,2014
107,18.3,7.5,1.2,9.7,0.8,12,29.8,19.8,66.7,0.3,1.0,198.4,6.2,61.5,21.8,108,38.4,1.5,164.3,4.3,Troy,68.2,362.7,5.3,1.2,2014
108,17.8,8.8,1.3,7.7,1.1,13,32.2,18.7,58.1,0.8,1.1,199.9,5.9,51.1,21.4,109,36.5,1.4,137.4,3.8,Texas,68.6,337.3,4.9,1.9,2014
109,18.4,10.3,1.2,6.9,0.7,12,31.2,17.6,56.4,0.8,1.0,227.3,5.3,43.3,21.1,110,37.4,1.4,153.7,4.1,Wyoming,68.6,380.9,5.6,1.5,2014
110,19.5,9.2,1.8,8.5,1.0,13,35.9,17.6,49.0,1.1,1.2,214.6,6.2,50.0,20.9,111,40.5,1.2,149.8,3.7,Hawaii,76.5,364.4,4.8,2.1,2014
111,18.5,8.7,1.4,8.4,0.7,12,27.2,15.8,58.0,1.5,0.8,170.2,3.5,31.8,20.9,112,35.4,1.4,162.8,4.6,Michigan,62.6,333.0,5.3,2.2,2014
112,19.2,10.5,2.2,6.5,0.8,13,38.2,21.2,55.5,1.2,1.0,233.4,5.8,46.2,20.6,113,34.7,1.0,101.9,2.9,Penn State,72.9,335.3,4.6,2.0,2014
113,19.4,8.6,2.0,8.8,1.2,12,31.3,16.8,53.9,0.8,0.9,206.2,6.0,54.0,20.5,114,39.2,1.3,164.1,4.2,Ohio,70.4,370.3,5.3,1.9,2014
114,18.4,12.3,1.3,4.8,0.8,12,44.1,26.4,59.9,0.6,1.3,279.9,4.4,35.4,20.1,115,30.3,0.8,69.5,2.3,Louisiana-Monroe,74.3,349.4,4.7,1.4,2014
115,21.2,11.9,1.2,8.1,1.0,12,37.4,23.6,63.0,1.2,1.3,253.2,4.3,36.6,19.3,116,37.8,0.9,141.3,3.7,San Jose State,75.3,394.5,5.2,2.2,2014
116,20.8,11.8,2.5,6.4,0.9,12,40.2,23.1,57.5,1.3,1.2,269.3,6.4,60.9,19.0,117,31.3,0.8,95.8,3.1,Southern Mississippi,71.5,365.0,5.1,2.2,2014
117,16.4,8.7,1.0,6.8,0.4,12,31.3,17.0,54.3,1.1,1.2,202.9,6.3,55.8,17.8,118,38.8,0.9,121.2,3.1,Kansas,70.2,324.1,4.6,1.5,2014
118,15.2,8.7,1.3,5.2,0.8,12,30.3,14.9,49.2,0.9,0.9,196.8,6.3,60.7,17.2,119,31.3,0.9,107.9,3.4,South Florida,61.7,304.7,4.9,1.7,2014
119,16.1,7.8,1.8,6.5,0.8,12,29.8,15.0,50.4,1.6,1.1,179.1,6.1,52.5,17.2,120,31.9,0.6,109.3,3.4,Vanderbilt,61.7,288.3,4.7,2.4,2014
120,16.8,7.8,1.4,7.7,0.3,12,31.9,17.3,54.0,1.4,0.5,184.1,7.2,59.1,17.1,121,35.3,1.0,145.2,4.1,Syracuse,67.3,329.3,4.9,1.8,2014
121,16.7,8.5,1.2,7.0,0.8,12,29.7,16.9,57.0,1.0,0.6,175.3,7.1,65.8,17.1,122,36.7,1.3,122.1,3.3,UTSA,66.3,297.4,4.5,1.8,2014
122,18.0,11.5,2.1,4.5,0.4,11,40.3,22.2,55.1,1.5,1.5,233.6,5.9,52.2,16.4,123,25.2,0.5,81.8,3.2,Kent State,65.5,315.5,4.8,1.9,2014
123,18.8,8.8,2.3,7.8,0.6,12,36.9,20.0,54.2,1.5,1.1,201.3,7.5,70.1,16.0,124,34.9,0.9,145.5,4.2,Tulane,71.8,346.8,4.8,2.1,2014
124,28.6,7.3,1.8,5.8,1.3,12,28.5,15.4,54.1,1.0,1.0,169.3,6.2,60.6,15.5,125,32.9,0.7,108.5,3.3,Connecticut,61.4,277.8,4.5,2.3,2014
125,15.8,6.6,1.0,8.2,1.6,12,26.7,13.9,52.2,0.9,1.1,151.8,5.8,49.8,15.2,126,38.3,0.8,137.8,3.6,Eastern Michigan,64.9,289.6,4.5,2.5,2014
126,14.3,8.5,1.6,4.3,0.6,12,32.1,18.8,58.4,1.2,1.0,176.3,5.0,47.8,14.8,127,31.9,0.3,39.9,1.3,Wake Forest,64.0,216.3,3.4,1.8,2014
127,14.7,7.1,1.4,6.2,1.3,12,35.8,19.2,53.5,1.2,0.5,168.7,6.2,52.7,11.1,128,30.2,0.8,100.2,3.3,SMU,66.0,268.8,4.1,2.5,2014
0,29.5,11.1,1.5,16.9,1.0,13,29.9,17.6,58.9,1.0,3.4,289.5,9.1,80.2,48.1,1,54.9,3.2,326.7,5.9,Baylor,84.8,616.2,7.3,2.0,2015
1,28.3,15.6,1.8,10.8,0.6,13,47.7,29.9,62.7,1.2,3.0,388.2,7.1,64.3,45.1,2,35.7,2.6,191.3,5.4,Texas Tech,83.4,579.5,6.9,1.8,2015
2,24.9,15.0,1.4,8.6,0.6,14,39.6,28.4,71.8,0.6,3.6,372.2,5.9,57.8,44.3,3,33.1,2.1,154.6,4.7,Western Kentucky,72.6,526.9,7.3,1.2,2015
3,27.2,13.8,2.3,11.0,0.7,13,33.8,22.5,66.5,0.7,2.9,308.2,6.2,61.5,43.5,4,44.2,2.5,222.1,5.0,Oklahoma,77.9,530.2,6.8,1.4,2015
4,25.7,10.5,1.8,13.3,0.5,13,28.8,18.2,62.9,0.8,2.5,258.3,6.9,61.0,43.0,5,47.5,2.6,280.1,5.9,Oregon,76.4,538.4,7.0,1.3,2015
5,27.8,15.1,2.4,10.3,0.5,14,42.4,28.4,67.0,0.6,3.4,366.8,8.8,80.9,42.2,6,38.7,2.4,180.0,4.6,Bowling Green State,81.1,546.8,6.7,1.1,2015
6,27.5,14.6,1.8,11.2,0.3,13,39.7,25.0,63.0,1.2,3.0,347.4,7.2,70.9,42.1,7,43.2,2.0,215.5,5.0,Texas Christian,82.9,562.8,6.8,1.5,2015
7,26.2,14.0,2.2,10.1,0.7,13,37.6,24.5,65.0,1.1,2.7,334.7,6.1,54.0,40.8,8,35.6,2.2,183.1,5.1,Ole Miss,73.2,517.8,7.1,1.8,2015
8,23.9,11.3,2.2,10.4,0.6,14,29.1,18.6,63.7,0.7,2.2,262.2,5.7,46.4,40.7,9,37.6,2.9,224.7,6.0,North Carolina,66.8,486.9,7.3,1.4,2015
9,23.7,10.6,1.9,11.2,0.5,14,30.9,20.3,65.7,0.5,1.6,248.3,6.1,56.7,40.4,10,47.8,3.3,236.3,4.9,Houston,78.6,484.6,6.2,1.0,2015
10,24.8,12.0,1.6,8.5,0.7,13,35.8,23.9,66.9,0.4,2.3,307.6,7.6,75.1,40.2,11,43.3,2.2,179.3,4.1,Memphis,79.1,486.9,6.2,1.1,2015
11,22.3,8.8,1.8,10.9,0.8,13,28.1,15.9,56.7,1.2,1.8,207.2,8.4,80.3,40.0,12,46.8,2.7,232.1,5.0,Arkansas State,74.8,439.2,5.9,2.0,2015
12,23.1,13.4,2.3,7.4,0.9,14,37.9,24.1,63.7,0.9,2.9,329.7,6.9,66.5,39.9,13,35.9,2.2,179.8,5.0,Southern Mississippi,73.8,509.5,6.9,1.8,2015
13,23.5,15.2,1.6,6.8,0.4,13,39.8,25.0,62.9,0.8,2.7,353.2,5.7,50.2,39.5,14,35.4,1.8,126.5,3.6,Oklahoma State,75.2,479.6,6.4,1.2,2015
14,26.5,13.5,2.0,9.7,0.8,13,40.3,25.6,63.5,0.9,1.8,309.9,6.3,53.5,39.1,15,42.5,2.8,191.4,4.5,Boise State,82.8,501.3,6.1,1.7,2015
15,26.2,13.2,2.0,11.0,0.8,15,35.2,23.7,67.4,1.0,2.3,291.9,5.6,46.3,38.5,16,45.3,2.3,222.7,4.9,Clemson,80.5,514.5,6.4,1.8,2015
16,26.2,15.5,2.0,8.8,0.7,13,42.3,27.1,64.0,1.1,3.4,375.9,5.2,43.7,37.9,17,33.8,1.2,152.8,4.5,California,76.1,528.8,7.0,1.8,2015
17,22.2,9.2,1.9,11.1,0.4,14,22.7,15.2,67.0,0.6,2.1,211.8,5.6,46.3,37.8,18,43.6,2.4,223.6,5.1,Stanford,66.3,435.4,6.6,0.9,2015
18,23.8,13.4,2.0,8.4,0.8,13,36.7,22.7,61.8,0.8,2.2,322.6,5.5,51.0,37.5,19,33.2,2.1,159.8,4.8,Louisiana Tech,69.9,482.5,6.9,1.6,2015
19,24.5,11.3,2.5,10.6,0.8,13,35.8,21.0,58.7,0.8,2.1,272.0,5.7,48.7,37.4,20,40.4,2.4,222.8,5.5,Arizona,76.2,494.8,6.5,1.5,2015
20,25.5,12.5,2.3,8.3,0.9,13,37.8,23.5,62.0,0.6,1.9,333.2,7.0,56.2,37.2,21,45.5,2.5,174.2,3.8,Tulsa,83.3,507.4,6.1,1.5,2015
21,20.9,3.1,1.2,16.7,0.5,13,9.4,4.9,52.5,0.2,0.7,98.5,3.1,26.1,36.8,22,57.5,4.1,326.7,5.7,Navy,66.9,425.2,6.4,0.6,2015
22,22.3,8.4,1.8,12.1,1.0,13,22.6,13.6,60.2,0.7,2.5,194.1,6.5,56.9,36.7,23,46.8,1.9,272.2,5.8,Appalachian State,69.4,466.3,6.7,1.7,2015
23,19.2,2.9,1.2,15.2,0.8,13,10.5,4.5,43.1,0.8,0.3,63.4,5.2,48.0,36.5,24,55.7,4.2,362.5,6.5,Georgia Southern,66.2,425.9,6.4,1.6,2015
24,25.9,12.9,2.2,10.8,0.5,13,35.5,20.7,58.4,0.6,2.1,293.8,7.0,59.8,36.5,25,45.5,2.1,210.5,4.6,Indiana,81.0,504.3,6.2,1.1,2015
25,23.7,12.0,1.0,10.7,0.6,13,31.1,21.0,67.6,0.7,2.3,287.1,6.2,57.9,36.0,26,40.5,2.2,203.7,5.0,Western Michigan,71.5,490.8,6.9,1.3,2015
26,23.4,12.8,0.7,9.9,0.2,13,28.8,18.9,65.8,0.6,2.4,268.2,4.2,36.7,35.9,27,39.3,2.4,198.3,5.0,Arkansas,68.1,466.5,6.9,0.8,2015
27,21.5,8.8,1.2,11.6,0.7,13,24.9,15.6,62.7,0.7,1.5,188.8,5.8,54.7,35.7,28,43.7,3.0,245.3,5.6,Ohio State,68.6,434.1,6.3,1.4,2015
28,22.5,10.0,1.0,11.5,0.5,13,28.5,16.9,59.3,0.4,1.3,198.6,5.1,40.8,35.2,29,47.5,2.5,223.7,4.7,Tennessee,76.0,422.3,5.6,0.8,2015
29,22.0,9.8,1.7,10.5,0.5,15,29.7,20.1,67.5,0.7,1.5,227.1,5.9,55.7,35.1,30,42.8,2.2,199.9,4.7,Alabama,72.5,427.1,5.9,1.1,2015
30,22.3,11.5,1.7,9.2,0.3,12,34.3,19.3,56.2,0.8,2.0,253.0,8.0,68.2,35.0,31,40.9,2.1,208.4,5.1,Toledo,75.2,461.4,6.1,1.2,2015
31,23.5,13.1,1.5,8.9,0.8,13,41.0,24.5,59.8,0.7,2.3,298.5,4.6,39.8,34.6,32,41.3,1.5,178.8,4.3,Arizona State,82.3,477.4,5.8,1.5,2015
